pipeline_id,mode,minutes_executed,jobs,detected_fail
1997553750,ml,0.1335,7,False
2001049716,ml,0.1418333333333333,7,False
2001067214,ml,0.1418333333333333,7,False
1997439219,ml,0.15016666666666667,8,False
1997508403,ml,0.1585,8,False
1995029365,baseline,0.2003333333333333,8,False
1997481162,ml,0.217,9,True
