timestamp,command,duration_s,exit_code,cpu_pct_avg,mem_kb_max,tag,status,pipeline_id,mode
2025-07-14 00:40:21,flake8 .,1.63,,22.33,4832,lint,fail,unknown,baseline
2025-07-14 00:40:24,flake8 .,1.59,,21.87,4828,lint,fail,unknown,baseline
2025-07-14 00:41:25,flake8 .,1.65,,21.4,4832,lint,fail,unknown,ml
2025-07-14 00:41:28,flake8 .,1.68,,20.87,4832,lint,fail,unknown,ml
