timestamp,command,duration_s,exit_code,cpu_pct_avg,mem_kb_max,tag
2025-06-13 11:05:46,coverage run --source=. manage.py test --parallel --exclude-tag=functional,3.51,0,53.0,59200,,success
2025-06-13 11:06:00,coverage run --append --source=. manage.py test --tag=functional,8.52,0,26.77,59120,,success
