timestamp,command,duration_s,exit_code,cpu_pct_avg,mem_kb_max,tag,label
2025-06-14 01:53:46,coverage run --source=. manage.py test --parallel --exclude-tag=functional,3.51,0,58.23,58996,,success
2025-06-14 01:54:00,coverage run --append --source=. manage.py test --tag=functional,9.02,0,28.13,59484,,success
