timestamp,command,duration_s,exit_code,cpu_pct_avg,mem_kb_max,tag
2025-06-13 08:20:23,coverage run --source=. manage.py test --parallel --exclude-tag=functional,3.01,0,60.25,58692,,success
2025-06-13 08:20:37,coverage run --append --source=. manage.py test --tag=functional,9.02,0,26.41,59260,,success
