timestamp,command,duration_s,exit_code,cpu_pct_avg,mem_kb_max,tag
2025-06-13 10:40:03,coverage run --source=. manage.py test --parallel --exclude-tag=functional,3.51,0,53.89,58896,,success
2025-06-13 10:40:17,coverage run --append --source=. manage.py test --tag=functional,8.52,0,26.29,58968,,success
