timestamp,command,duration_s,exit_code,cpu_pct_avg,mem_kb_max,tag,label
2025-06-14 02:22:25,coverage run --source=. manage.py test --parallel --exclude-tag=functional,3.51,0,54.87,58824,,success
2025-06-14 02:22:39,coverage run --append --source=. manage.py test --tag=functional,9.02,0,27.27,59076,,success
