timestamp,command,duration_s,exit_code,cpu_pct_avg,mem_kb_max,tag
2025-06-13 09:38:47,coverage run --source=. manage.py test --parallel --exclude-tag=functional,3.01,0,58.25,58744,,success
2025-06-13 09:39:01,coverage run --append --source=. manage.py test --tag=functional,9.02,0,22.59,59160,,success
