timestamp,command,duration_s,exit_code,cpu_pct_avg,mem_kb_max,tag
2025-06-13 01:01:28,coverage run --source=. manage.py test --parallel --exclude-tag=functional,3.51,0,52.29,58760,,success
2025-06-13 01:01:42,coverage run --append --source=. manage.py test --tag=functional,8.52,0,25.87,59052,,success
