timestamp,command,duration_s,exit_code,cpu_pct_avg,mem_kb_max,tag
2025-06-13 13:05:48,coverage run --source=. manage.py test --parallel --exclude-tag=functional,3.01,0,60.02,58932,,success
2025-06-13 13:06:02,coverage run --append --source=. manage.py test --tag=functional,9.02,0,23.27,59524,,success
