timestamp,command,duration_s,exit_code,cpu_pct_avg,mem_kb_max,tag
2025-06-13 01:11:47,coverage run --source=. manage.py test --parallel --exclude-tag=functional,3.01,0,60.1,59068,,success
2025-06-13 01:12:01,coverage run --append --source=. manage.py test --tag=functional,8.52,0,25.04,59040,,success
