timestamp,command,duration_s,exit_code,cpu_pct_avg,mem_kb_max,tag
2025-06-13 15:20:18,coverage run --source=. manage.py test --parallel --exclude-tag=functional,3.51,0,53.01,58856,,success
2025-06-13 15:20:32,coverage run --append --source=. manage.py test --tag=functional,8.52,0,27.8,59200,,success
