timestamp,command,duration_s,exit_code,cpu_pct_avg,mem_kb_max,tag
2025-06-13 00:30:52,coverage run --source=. manage.py test --parallel --exclude-tag=functional,3.51,0,52.29,58904,,success
2025-06-13 00:31:06,coverage run --append --source=. manage.py test --tag=functional,9.02,0,24.95,59268,,success
