timestamp,command,duration_s,exit_code,cpu_pct_avg,mem_kb_max,tag
2025-06-13 14:52:31,coverage run --source=. manage.py test --parallel --exclude-tag=functional,3.51,0,53.79,58900,,success
2025-06-13 14:52:45,coverage run --append --source=. manage.py test --tag=functional,8.52,0,27.62,59036,,success
