timestamp,command,duration_s,exit_code,cpu_pct_avg,mem_kb_max,tag,label
2025-06-14 01:12:42,coverage run --source=. manage.py test --parallel --exclude-tag=functional,3.01,0,59.98,59032,,success
2025-06-14 01:12:56,coverage run --append --source=. manage.py test --tag=functional,9.02,0,24.9,59436,,success
