timestamp,command,duration_s,exit_code,cpu_pct_avg,mem_kb_max,tag,label
2025-06-14 00:53:56,coverage run --source=. manage.py test --parallel --exclude-tag=functional,3.51,0,52.83,58756,,success
2025-06-14 00:54:10,coverage run --append --source=. manage.py test --tag=functional,9.02,0,27.02,59600,,success
